"MMSI","ais_imo","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","npg_2026_phase_1","npg_2026_phase_2","vv_url","skylight_IMO","skylight_Vessel.Name","skylight_Flag","skylight_Vessel.Type","skylight_Category","skylight_Gear.Types","skylight_Length..m.","skylight_Skylight.Link","skylight_dark_rendezvous..Phase.1.","skylight_fishing_activity_history..Phase.1.","skylight_standard_rendezvous..Phase.1.","skylight_viirs..Phase.1.","skylight_Total..Phase.1.","skylight_dark_rendezvous..Phase.2.","skylight_fishing_activity_history..Phase.2.","skylight_standard_rendezvous..Phase.2.","skylight_viirs..Phase.2.","skylight_Total..Phase.2.","skylight_Grand.Total","skylight_Area.Presence","skylight_New.Vessel.since.2025..based.on.MMSI.","IHS_GrossTonnage","IHS_LengthOverallLOA.Meters.","IHS_YearOfBuild","IHS_ExName","IHS_PortofRegistry","CountryOfControlName","IHS_GroupBeneficialOwner","IHS_RegisteredOwner","IHS_RegisteredOwnerCountryOfRegistration","IHS_Operator","IHS_ShipManager","IHS_TechnicalManager","Non.Compliance.History..yes...sister.ship.","Type.of.Non.Compliance","Vessel.Non.Compliance.Description","SisterShip.s.Type.of.Non.Compliance","Sister.Ship.Non.Compliance.Description","SisterShipWithNonComplianceConcerns","Sources","phase1_2025","phase2_2025"
"412440223",NA,"FUYUANYU667","BVKT8","CHN","fishing","fishing",2026-03-20 10:35:36,"CHN","XIAMEN",4,41.54,0,8,14,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/cda64ccbe-ebdf-66f9-a63d-0d7ad42a9fcf?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,50.52,2013,"","FUZHOU, FUJIAN","CHINA","HUIAN CHONGWU YONGFENG FISHERY","HUIAN CHONGWU YONGFENG FISHERY","CHINA","HUIAN CHONGWU YONGFENG FISHERY","HUIAN CHONGWU YONGFENG FISHERY"," ","","","","","","","",TRUE,FALSE
"412440241",NA,"FUYUANYU658","BVKQ8","CHN","fishing","fishing",2026-03-20 10:46:41,"CHN","XIAMEN",4,41.54,0,11,37,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/08fafdf59-9c44-d992-a56b-78856f72f38f?&start=2026-03-01&end=2026-04-30"")",8549210,"FUYUANYU658","China","FISHING","fishing","SQUID_JIGGER",51,"https://app.skylight.earth/vesseldetails/412440241?startTime=2026-03-01T00%3A00%3A00Z&endTime=2026-04-29T00%3A00%3A00Z",1,0,0,0,1,0,0,0,0,0,1,"Inside Phase 1 only","No",681,45.1,2013,"","FUZHOU, FUJIAN","CHINA","HUIAN CHONGWU YONGFENG FISHERY","HUIAN CHONGWU YONGFENG FISHERY","CHINA","HUIAN CHONGWU YONGFENG FISHERY","HUIAN CHONGWU YONGFENG FISHERY"," ","","","","","","","",TRUE,FALSE
"412440242",NA,"FUYUANYU659","BVKR8","CHN","fishing","fishing",2026-03-20 10:52:06,"CHN","XIAMEN",4,41.54,0,8,9,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5fdb48d70-098e-1453-a586-e71d0e355ab4?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,45.1,2013,"","FUZHOU, FUJIAN","CHINA","HUIAN CHONGWU YONGFENG FISHERY","HUIAN CHONGWU YONGFENG FISHERY","CHINA","HUIAN CHONGWU YONGFENG FISHERY","HUIAN CHONGWU YONGFENG FISHERY"," ","","","","","","","",TRUE,FALSE
"412440243",NA,"FU YUAN YU601","BZU9E","CHN","fishing","fishing",2026-04-16 07:05:08,"CHN","TAIZHOU",4,14.67,0,2,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/475351415-52b9-41e4-6ef5-2c086ba727b9?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440244",NA,"FUYUANYU602",NA,"CHN","fishing","fishing",2026-03-15 01:58:04,"CHN","TAIZHOU",4,46.92,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0b87378d7-7612-bbb4-818b-2e57b9700d68?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440244",NA,"FUYUANYU602","BZU1F","CHN","fishing","fishing",2026-04-16 06:23:53,"CHN","TAIZHOU",4,14.71,0,0,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440245",NA,"FU YUAN YU 603","BZU2F","CHN","fishing","fishing",2026-04-16 07:13:21,"CHN","TAIZHOU",4,14.67,0,0,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/2be81bbb9-9450-371f-3b17-99a4b3e55b2f?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440246",NA,"FU YUAN YU 605","BZU3F","CHN","fishing","fishing",2026-04-16 06:08:37,"CHN","TAIZHOU",4,14.71,0,0,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/be8fb25b1-18ce-42a4-e6e3-3677b99109ce?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440247",NA,"FUYUANYU606","BZU4F","CHN","fishing","fishing",2026-04-16 05:09:43,"CHN","TAIZHOU",4,14.75,0,0,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440247",NA,"FUYUANYU606","BZU4F","CHN","fishing","fishing",2026-04-16 05:09:43,"CHN","TAIZHOU",4,14.75,0,0,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440247",NA,"FUYUANYU606","BZU4F","CHN","fishing","fishing",2026-04-16 05:09:43,"CHN","TAIZHOU",4,14.75,0,0,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440248",NA,"FUYUANYU607","BZU5F","CHN","fishing","fishing",2026-04-16 06:50:23,"CHN","TAIZHOU",4,14.71,0,1,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440249",NA,"FU YUAN YU 608","BZU6F","CHN","fishing","fishing",2026-04-16 08:37:19,"CHN","TAIZHOU",4,14.63,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bcc78e717-7a8a-6ef6-7fc0-60bfeb354117?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440251",NA,"FU YUAN YU609","BZU7F","CHN","fishing","fishing",2026-04-16 07:05:44,"CHN","TAIZHOU",4,14.67,0,2,1,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/25e7e8e70-0863-6af1-8498-664429b65a01?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,857,52.07,2013,"","FUZHOU, FUJIAN","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",TRUE,FALSE
"412440253",NA,"FU YUAN YU LENG 16","BZU4K","CHN","carrier","carrier",2026-04-21 08:39:22,"CHN","TAIZHOU",4,9.63,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/455d75750-084b-f8ee-58e8-74046e5fa78f?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1296,59.97,2013,"","FUZHOU, FUJIAN","CHINA, PEOPLE'S REPUBLIC OF","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD","CHINA, PEOPLE'S REPUBLIC OF","FUJIAN WANTONG FISHERY CO LTD","FUJIAN WANTONG FISHERY CO LTD"," ","","","","","","","",FALSE,TRUE
"412440359","8548620","FU YUAN YU 689","BVLK5","CHN","fishing","fishing",2026-03-31 08:07:32,"CHN","SHIDAO",4,30.63,0,10,24,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7072756f2-2ee0-9237-a7d0-847dad538a45?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Both","IUU","One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440361","8548618","FU YUAN YU 688","BVLJ5","CHN","fishing","fishing",2026-03-31 08:16:22,"CHN","SHIDAO",4,30.63,0,11,26,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/ca16a5ce7-7a83-62b2-2958-dbb621abee0a?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Both","IUU","One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440362",NA,"FU YUAN YU 687","BVLI5","CHN","fishing","fishing",2026-03-31 08:12:11,"CHN","SHIDAO",4,30.63,0,6,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5c707be53-3863-6b85-b525-4880aa4a9bdc?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Both","IUU","One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440363","8548591","FU YUAN YU 686","BVLH5","CHN","fishing","fishing",2026-03-18 07:41:06,"CHN","SHIDAO",3,43.67,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/191c69aa2-20f4-5d84-bbef-1c413b341324?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1137,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Both","IUU","One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440365","8548589","FU YUAN YU 678","BVLA5","CHN","fishing","fishing",2026-03-31 06:52:15,"CHN","SHIDAO",4,30.71,0,8,9,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8be866c06-6e6e-0ba1-bbcd-ceec5ad3dfcd?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Both","IUU","One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440366","8548577","FUYUANYU677","BVKZ5","CHN","fishing","fishing",2026-03-31 06:48:03,"CHN","SHIDAO",4,30.71,0,10,19,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/545cc2d7a-a5ca-3ab1-5478-233a979a7231?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Sister Ship","","","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440367","8548565","FU YUAN YU 676","BVKY5","CHN","fishing","fishing",2026-04-03 03:59:33,"KOR","BUSAN",4,27.83,0,12,21,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7835cdf91-156a-c6c6-1fc7-dc42c0be56c1?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Both","IUU","One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440368","8548553","FUYUANYU675","BVKX5","CHN","fishing","fishing",2026-03-31 06:48:46,"CHN","SHIDAO",4,30.71,0,14,30,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c0445c69f-f037-d660-ffeb-fa65023d336f?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Both","IUU","One of several vessels that had an encounter with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2023","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440369",NA,"FUYUANYU673","BVKW5","CHN","fishing","fishing",2026-03-31 08:09:15,"CHN","SHIDAO",4,30.63,0,10,6,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/fc4632026-631b-c7dc-c212-bfea8d40662c?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Sister Ship","","","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440371","8548539","FU YUAN YU 672","BVKV5","CHN","fishing","fishing",2026-04-03 02:53:06,"KOR","BUSAN",4,27.88,0,12,7,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/7cc5eaf60-0ce6-c1e2-96d9-f15b2bce40a1?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1128,59.27,2014,"","FUZHOU, FUJIAN","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI","CHINA","FUJIAN GANGSHUN PELAGI","FUJIAN GANGSHUN PELAGI"," ","Sister Ship","","","IUU","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2024","[FU YUAN YU 687, FU YUAN YU 689, FU YUAN YU 688, FU YUAN YU 675, FU YUAN YU 686, FU YUAN YU 678]","JAC Intrep 002b",TRUE,FALSE
"412440423",NA,"FUYUANYU079","BZU7V","CHN","fishing","fishing",2026-03-29 12:42:03,"KOR","BUSAN",4,32.46,0,6,20,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/dfbca3368-8926-3a4d-a28c-77d49a7c00f8?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,62.6,2014,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Sister Ship","","","Other","FU YUAN YU 082 and FU YUAN YU 085 fished in Russian waters 2022 - 2023","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
"412440424",NA,"FUYUANYU083",NA,"CHN","fishing","inconclusive",2026-04-25 23:02:44,"CHN","ZHANGZHOU",4,5,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d30511ef0-08dc-470b-f969-5b5a1c1bbfe6?&start=2026-03-01&end=2026-04-30"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1012,62.6,2014,"","FUZHOU, FUJIAN","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD","CHINA","JINXIN OCEAN FISHERY CO LTD","JINXIN OCEAN FISHERY CO LTD"," ","Sister Ship","","","Other","FU YUAN YU 082 and FU YUAN YU 085 fished in Russian waters 2022 - 2023","","https://b2p.theoutlawocean.com/vessels/fu-yuan-yu-082",TRUE,FALSE
