Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,GD_sistership_MMSI,GD_sistership_IMO,vessel_id,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,Phase II New Vessel
SEA DRAGON III,367750990,8941236,USA,WDI9669,119,0,1997,TOPCAT,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,CN FISHERY LLC,CN FISHERY LLC,UNITED STATES OF AMERICA,CN FISHERY LLC,CN FISHERY LLC,CN FISHERY LLC,,,,,,,,,,7b61576c0-00be-2b04-cc75-96a4c683b3e2,FALSE,2025-04-08T23:06:00Z,28,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/7b61576c0-00be-2b04-cc75-96a4c683b3e2?&start=2025-04-06&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549133:1568430300:3021741:1268476,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
COASTAL PROGRESS,303244000,8855463,USA,WDC6363,1920,61.1,1988,YELLOWFIN,carrier,"SEATTLE, WA",UNITED STATES OF AMERICA,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,UNITED STATES OF AMERICA,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,,,,,,,,,,318a9e3a2-2f81-f44a-e75d-607c571399e4,FALSE,2025-04-29T19:04:00Z,7.17,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/318a9e3a2-2f81-f44a-e75d-607c571399e4?&start=2025-04-27&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440482:1697987877:3397936:1376827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
COASTAL NAVIGATOR,368219000,9010498,USA,WCY9686,1904,59.436,1991,NORTHERN WIND,carrier,"SEATTLE, WA",UNITED STATES OF AMERICA,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,UNITED STATES OF AMERICA,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,,,,,,,,,,e41661c84-4f80-64d3-53d2-9d650f37cd7c,FALSE,2025-04-28T20:40:00Z,8.13,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/e41661c84-4f80-64d3-53d2-9d650f37cd7c?&start=2025-04-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440482:1697987877:3397936:1376827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
COASTAL STANDARD,367704540,9782493,USA,WDI5038,2451,73.761,2016,,carrier,"SEATTLE, WA",UNITED STATES OF AMERICA,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,UNITED STATES OF AMERICA,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,,,,,,,,,,d7fb7051f-ffee-661f-acd8-85930e58d1b9,FALSE,2025-05-03T17:46:00Z,3.25,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/d7fb7051f-ffee-661f-acd8-85930e58d1b9?&start=2025-05-01&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440484:1679558686:2986714:1146329,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,
COASTAL TRADER,368682000,5408491,USA,WSL8560,1823,78.34,1963,SUNMAR SKY,carrier,"SEATTLE, WA",UNITED STATES OF AMERICA,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,UNITED STATES OF AMERICA,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,COASTAL TRANSPORTATION INC,,,,,,,,,,d44bf2f14-4464-9e5f-e121-e6c7219927d5,FALSE,2025-05-04T20:53:00Z,2.13,USA,FALSE PASS,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/d44bf2f14-4464-9e5f-e121-e6c7219927d5?&start=2025-05-02&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440486:1694406673:3407143:1324917,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
CYUAN SHUN NO.686,416005647,9869021,TWN,BH3506,396,42.46,2018,,drifting_longlines,KAOHSIUNG,TAIWAN , ,CYUAN SHUN FISHERY CO LTD,TAIWAN ,CYUAN SHUN FISHERY CO LTD,CYUAN SHUN FISHERY CO LTD, ,,,,,,,,,,2762205ff-fbd1-4366-d7d1-b0d853d4803a,FALSE,2025-05-05T07:02:00Z,1.67,PHL,NAVOTAS,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/2762205ff-fbd1-4366-d7d1-b0d853d4803a?&start=2025-05-03&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440482:1697987877:3397936:1376827,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
GOLDEN PHOENIX,367719270,8940531,USA,WDI6495,135,0,1996,MISS LU,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,D&L FISHING INC,D&L FISHING INC,UNITED STATES OF AMERICA,D&L FISHING INC,D&L FISHING INC,D&L FISHING INC,,,,,,,,,,ce11ba078-8271-ceb6-6d7d-6417ef439818,FALSE,2025-04-27T23:35:00Z,9,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,5,10,https://globalfishingwatch.org/map/vessel/ce11ba078-8271-ceb6-6d7d-6417ef439818?&start=2025-04-25&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412209138:1511002780:774571:1017742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
NO.302 DAEHWA,441014000,8811120,KOR,6MWD,630,56.07,1989,TUNA PEARL,drifting_longlines,BUSAN,"KOREA, SOUTH",DAE HAE FISHERIES CO LTD,DAE HAE FISHERIES CO LTD,"KOREA, SOUTH",DAE HAE FISHERIES CO LTD,DAE HAE FISHERIES CO LTD,DAE HAE FISHERIES CO LTD,,,,,,,,,,4c7150a17-7514-6ecc-8c4d-902e6abec435,FALSE,2025-04-06T01:25:00Z,30.92,KOR,BUSAN,FALSE,FALSE,FALSE,FALSE,0,9,14,https://globalfishingwatch.org/map/vessel/4c7150a17-7514-6ecc-8c4d-902e6abec435?&start=2025-04-04&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412209133:1701078845:3324428:1323896,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
NO.308 DAEHWA,440786000,8805327,KOR,6NJI,638,56.07,1989,CHUNG YONG NO. 57,drifting_longlines,BUSAN,"KOREA, SOUTH",DAE HAE FISHERIES CO LTD,DAE HAE FISHERIES CO LTD,"KOREA, SOUTH",DAE HAE FISHERIES CO LTD,DAE HAE FISHERIES CO LTD,DAE HAE FISHERIES CO LTD,,,,,,,,,,c13119b55-5bf0-cca9-6c84-99d5ca105f47,FALSE,2025-03-20T01:56:00Z,47.92,KOR,BUSAN,FALSE,FALSE,FALSE,FALSE,0,18,33,https://globalfishingwatch.org/map/vessel/c13119b55-5bf0-cca9-6c84-99d5ca105f47?&start=2025-03-18&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412209137:1680567302:3015580:1182619,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
DAIKIMARU NO.8,431500330,8343989,JPN,NA,19,0,1996,ICHIEI MARU NO. 11,drifting_longlines,"SHISHIKUI, TOKUSHIMA",JAPAN, ,DAIKI GYOGYO,JAPAN,DAIKI GYOGYO,DAIKI GYOGYO, ,,,,,,,,,,a344bca51-10c9-5768-f898-100161973462,FALSE,2025-04-12T03:19:00Z,24.83,JPN,SENDAI,FALSE,TRUE,TRUE,FALSE,0,7,14,https://globalfishingwatch.org/map/vessel/a344bca51-10c9-5768-f898-100161973462?&start=2025-04-10&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412209138:1511002780:774571:1017742,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
KAIENMARU NO.88,431004559,8344842,JPN,NA,19,0,2013,,drifting_longlines,"MIYAZAKI, MIYAZAKI",JAPAN, ,DAIKOKUMARU SUISAN INC,JAPAN,DAIKOKUMARU SUISAN INC,DAIKOKUMARU SUISAN INC, ,,,,,,,,,,e124f3fdb-b577-fc81-80d0-b7be85d58cae,FALSE,2025-04-03T16:21:00Z,33.29,JPN,SENDAI,FALSE,TRUE,FALSE,FALSE,0,15,15,https://globalfishingwatch.org/map/vessel/e124f3fdb-b577-fc81-80d0-b7be85d58cae?&start=2025-04-01&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412209135:1682512761:3022464:1199600,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
BALTIC PEARL,309841000,9008732,BHS,C6OU9,10412,150.01,1991,IVORY DAWN,carrier,NASSAU,SWEDEN, ,DAILY SELECT TRADERS SA,PANAMA,COOL CARRIERS AB,COOL CARRIERS AB,OWH SHIPMANAGEMENT GMBH,,,,,,,,,,d0e112c11-1687-429d-99ba-55cdbd5dbaf1,FALSE,2025-05-05T16:50:00Z,1.29,ECU,PUERTO BOLIVAR,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/d0e112c11-1687-429d-99ba-55cdbd5dbaf1?&start=2025-05-03&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412209133:1701078845:3324428:1323896,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
"KATUMARU NO,31",431004286,8344177,JPN,NA,19,0,2013,,drifting_longlines,"TOSA, KOCHI",JAPAN, ,DAISANKATSUMARU,JAPAN,DAISANKATSUMARU,DAISANKATSUMARU, ,,,,,,,,,,7aaf516f1-1886-b2a2-6d90-8d6765899c93,FALSE,2025-05-05T22:38:00Z,1.04,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/7aaf516f1-1886-b2a2-6d90-8d6765899c93?&start=2025-05-03&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412421035:1568223557:3000780:1165073,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
RAISING PHOENIX II,367604540,8963521,USA,WDH3125,157,0,2000,PRINCESS JOHANA,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,DANG FISHERY INC,DANG FISHERY INC,UNITED STATES OF AMERICA,DANG FISHERY INC,DANG FISHERY INC,DANG FISHERY INC,,,,,,,,,,6661dcef2-2245-a6bc-3474-17b4e70834e4,FALSE,2025-04-19T22:59:00Z,17.04,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/6661dcef2-2245-a6bc-3474-17b4e70834e4?&start=2025-04-17&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412422706:1649901993:3022427:1199626,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
PRINCESS JASMINE,367045610,8940660,USA,WDC5729,142,0,1996,,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,DANG FISHERY INC,DANG FISHERY INC,UNITED STATES OF AMERICA,DANG FISHERY INC,DANG FISHERY INC,DANG FISHERY INC,,,,,,,,,,e776df3b2-29f9-8d02-9b5f-404c95c45fcf,FALSE,2025-05-04T22:00:00Z,2.04,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/e776df3b2-29f9-8d02-9b5f-404c95c45fcf?&start=2025-05-02&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549374:1697158135:3382669:1365214,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,1,0,0,0,0,0,0,1,0,0,0,
MISS ELLEN,367722830,8437986,USA,WDI6845,94,20.421,1979,THAN TAM,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,DANG-HA BROTHER LLC,DANG-HA BROTHER LLC,UNITED STATES OF AMERICA,DANG-HA BROTHER LLC,DANG-HA BROTHER LLC, ,,,,,,,,,,da793917c-cf9b-c7d4-eeb8-be1c9d5ec443,FALSE,2025-04-27T22:46:00Z,9.04,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,4,4,https://globalfishingwatch.org/map/vessel/da793917c-cf9b-c7d4-eeb8-be1c9d5ec443?&start=2025-04-25&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549373:1700241063:3326325:1329715,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,
EBESUMARU,431018922,9987641,JPN,NA,19,18.28,2022,,drifting_longlines,"TOYO, KOCHI",JAPAN,EBESU T,EBESU T,JAPAN,EBESU T,EBESU T, ,,,,,,,,,,9584f76f1-1041-d830-053b-2683451c374f,FALSE,2025-04-23T07:30:00Z,13.67,JPN,KATSUURA,FALSE,TRUE,TRUE,TRUE,0,2,6,https://globalfishingwatch.org/map/vessel/9584f76f1-1041-d830-053b-2683451c374f?&start=2025-04-21&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549371:1694048598:3392935:1346475,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,
YADZAA,367358280,8886711,USA,WDE4824,106,0,1983,NATALIE ROSE,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,ECOFISHERMAN INC,ECOFISHERMAN INC,UNITED STATES OF AMERICA,ECOFISHERMAN INC,ECOFISHERMAN INC,ECOFISHERMAN INC,,,,,,,,,,513677ac9-9c56-9613-97f6-0b2f0f92e121,FALSE,2025-04-23T16:17:00Z,13.29,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/513677ac9-9c56-9613-97f6-0b2f0f92e121?&start=2025-04-21&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440697:1621894643:2531586:977865,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
EIKOUMARU,431600490,8344658,JPN,NA,19,0,1996,,drifting_longlines,"HYUGA, MIYAZAKI",JAPAN, ,EIKO MARU INC,JAPAN,EIKO MARU INC,EIKO MARU INC, ,,,,,,,,,,c095dd062-2bc1-9fda-dbcf-2c75c7d78a58,FALSE,2025-04-19T06:19:00Z,17.71,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,8,1,https://globalfishingwatch.org/map/vessel/c095dd062-2bc1-9fda-dbcf-2c75c7d78a58?&start=2025-04-17&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440698:1693709104:585055:230966,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
EIYUMARU NO.28,431003491,8343941,JPN,NA,19,0,2012,,drifting_longlines,"MUROTO, KOCHI",JAPAN, ,EIYUMARU SUISAN,JAPAN,EIYUMARU SUISAN,EIYUMARU SUISAN, ,,,,,,,,,,db80c113e-e270-bf6e-b06d-4b18dcf4291a,FALSE,2025-05-03T00:30:00Z,3.96,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/db80c113e-e270-bf6e-b06d-4b18dcf4291a?&start=2025-05-01&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412420982:1744636522:2563066:1306933,0,0,0,2,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
EIYUUMARU NO.21,431501689,8344050,JPN,NA,19,0,2001,,drifting_longlines,"MUROTO, KOCHI",JAPAN, ,EIYUMARU SUISAN,JAPAN,EIYUMARU SUISAN,EIYUMARU SUISAN, ,,,,,,,,,,f20e96b51-1ca7-2e99-b312-46db5178491c,FALSE,2025-05-03T00:51:00Z,3.96,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/f20e96b51-1ca7-2e99-b312-46db5178491c?&start=2025-05-01&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412421146:1713592412:3021913:1219659,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
MORNING CAMILLA,440104000,9477919,KOR,D7DE,60876,199.94,2009,,tuna_purse_seines,JEJU,NORWAY,WILSHIP,EUKOR CAR CARRIERS INC,"KOREA, SOUTH",EUKOR CAR CARRIERS INC,EUKOR CAR CARRIERS INC,WILHELMSEN SHIP MGMT KOREA LTD,,,,,,,,,,15f68ce5b-b7ba-5763-41ac-4b4ba7b8cacf,FALSE,2025-04-14T23:21:00Z,22,KOR,KOR-165,TRUE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/15f68ce5b-b7ba-5763-41ac-4b4ba7b8cacf?&start=2025-04-12&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440361:1674482999:2986791:1146653,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
MAVERICK,367324020,8803472,USA,NA,136,0,1988,,fishing,"ANACORTES, WA",UNITED STATES OF AMERICA, ,FISHING VESSEL MAVERICK LLC,UNITED STATES OF AMERICA,FISHING VESSEL MAVERICK LLC,FISHING VESSEL MAVERICK LLC,FISHING VESSEL MAVERICK LLC,,,,,,,,,,d33fd6d9c-c195-c9de-e257-ed27f5c829f7,FALSE,2025-05-05T17:26:00Z,1.25,USA,CATHLAMET,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/d33fd6d9c-c195-c9de-e257-ed27f5c829f7?&start=2025-05-03&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440361:1674482999:2986791:1146653,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
GLORY NO1,577145000,8717013,COM,YJTG2,617,53.52,1987,KOEI MARU NO. 1,drifting_longlines,PORT VILA,TAIWAN ,FOREVER FISHERY CO LTD,FOREVER FISHERY CO LTD,TAIWAN ,FOREVER FISHERY CO LTD,FOREVER FISHERY CO LTD,FOREVER FISHERY CO LTD,,,,,,,,,,6a33775ef-fe25-690c-de1c-3edac1688af8,FALSE,2025-04-28T05:14:00Z,8.75,TWN,KAOHSIUNG,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/6a33775ef-fe25-690c-de1c-3edac1688af8?&start=2025-04-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440681:1680303125:3015797:1182544,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FRONTIER MARINER,367411730,8907163,USA,WDE8965,446,41.269,1989,,set_longlines,"SEATTLE, WA",UNITED STATES OF AMERICA,BRISTOL BAY NATIVE CORP,FRONTIER MARINER LLC,UNITED STATES OF AMERICA,CLIPPER SEAFOODS LTD,CLIPPER SEAFOODS LTD,CLIPPER SEAFOODS LTD,,,,,,,,,,3b2351671-1bf9-4daa-bc69-2f3ace7f2aef,FALSE,2025-04-23T14:20:00Z,13.38,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/3b2351671-1bf9-4daa-bc69-2f3ace7f2aef?&start=2025-04-21&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440687:1711664869:937404:771051,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,3,0,0,0,0,0,0,7,1,0,0,0,0,0,7,1,0,0,0,0,
FUYUANYU606,412440247,8557542,CHN,BZU4F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65,FALSE,2025-04-18T04:50:00Z,18.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,6,2,https://globalfishingwatch.org/map/vessel/6c0bc52ba-a0b7-097e-3404-ae8c4d5c6e65?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440423:1509530586:3269293:1307159,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU602,412440244,8557516,CHN,BZU1F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e,FALSE,2025-04-18T11:44:00Z,18.5,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,10,2,https://globalfishingwatch.org/map/vessel/66bf0e2c2-2e2a-9739-c14b-bcae5af3be4e?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440424:1558866360:2837421:911039,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
