Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,GD_sistership_MMSI,GD_sistership_IMO,vessel_id,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,Phase II New Vessel
FU YUAN YU609,412440251,8557578,CHN,BZU7F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,25e7e8e70-0863-6af1-8498-664429b65a01,FALSE,2025-04-18T09:53:00Z,18.58,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,2,1,https://globalfishingwatch.org/map/vessel/25e7e8e70-0863-6af1-8498-664429b65a01?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440477:1648342216:2986694:1146336,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU607,412440248,8557554,CHN,BZU5F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d,FALSE,2025-04-18T15:49:00Z,18.33,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,5,0,https://globalfishingwatch.org/map/vessel/9cc54831d-df4e-ed0f-1e6c-2d8780fd8d8d?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440478:1696320741:2876676:965583,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,
FUYUANYULENG15,412440252,8556548,CHN,BZU3K,1296,59.97,2013,,carrier,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,38a823021-1c59-894f-6eda-98423873b493,FALSE,2025-04-24T11:43:00Z,12.5,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,3,0,https://globalfishingwatch.org/map/vessel/38a823021-1c59-894f-6eda-98423873b493?&start=2025-04-22&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431215000:1534387985:3021408:1201665,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,15,78,0,0,0,0,0,15,80,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 606,412440247,8557542,CHN,NA,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,cf829230a-abd0-0a64-c929-70cfb927e24e,TRUE,2025-05-04T15:10:00Z,2.33,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/cf829230a-abd0-0a64-c929-70cfb927e24e?&start=2025-05-02&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431500130:1665114795:3334465:1253760,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 606,412440247,8557542,CHN,NA,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,8504a2cb2-2420-4060-d4ac-a7882a355b70,FALSE,2025-05-02T20:44:00Z,4.13,CHN,TAIZHOU,FALSE,TRUE,TRUE,TRUE,0,1,0,https://globalfishingwatch.org/map/vessel/8504a2cb2-2420-4060-d4ac-a7882a355b70?&start=2025-04-30&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431600230:1509704628:3267959:1255158,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 605,412440246,8557530,CHN,BZU3F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,be8fb25b1-18ce-42a4-e6e3-3677b99109ce,FALSE,2025-04-18T04:15:00Z,18.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,3,0,https://globalfishingwatch.org/map/vessel/be8fb25b1-18ce-42a4-e6e3-3677b99109ce?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431600740:1509538961:3276885:1252199,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU601,412440243,8557504,CHN,BZU9E,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,475351415-52b9-41e4-6ef5-2c086ba727b9,FALSE,2025-04-18T15:14:00Z,18.33,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,8,8,https://globalfishingwatch.org/map/vessel/475351415-52b9-41e4-6ef5-2c086ba727b9?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431710000:1707366402:3196463:1246829,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 608,412440249,8557566,CHN,BZU6F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,bcc78e717-7a8a-6ef6-7fc0-60bfeb354117,FALSE,2025-04-18T07:48:00Z,18.67,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,5,2,https://globalfishingwatch.org/map/vessel/bcc78e717-7a8a-6ef6-7fc0-60bfeb354117?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431783000:1704733313:3188079:1240815,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 603,412440245,8557528,CHN,BZU2F,857,52.07,2013,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD,CHINA,FUJIAN WANTONG FISHERY CO LTD,FUJIAN WANTONG FISHERY CO LTD, ,,,,,,,,,,2be81bbb9-9450-371f-3b17-99a4b3e55b2f,FALSE,2025-05-03T12:39:00Z,3.46,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/2be81bbb9-9450-371f-3b17-99a4b3e55b2f?&start=2025-05-01&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431796000:1509509198:2567900:826555,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU8288,412549495,8573168,CHN,BZW8Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5,FALSE,2025-03-31T04:22:00Z,36.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,49,44,https://globalfishingwatch.org/map/vessel/5f0bb5ac3-3daf-f758-010a-d3e10b2c2ba5?&start=2025-03-29&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:257264000:1713965670:1040924:1066694,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU8286,412549492,8573144,CHN,BZW6Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,dcdffe911-16aa-73f8-7587-25af5e914589,FALSE,2025-03-30T04:29:00Z,37.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,43,44,https://globalfishingwatch.org/map/vessel/dcdffe911-16aa-73f8-7587-25af5e914589?&start=2025-03-28&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:259023000:1715807051:1043887:1072238,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU8283,412549489,8573120,CHN,BZW3Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,fafef5664-44b7-e789-5a28-82b1434f965a,FALSE,2025-03-30T11:50:00Z,37.5,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,54,46,https://globalfishingwatch.org/map/vessel/fafef5664-44b7-e789-5a28-82b1434f965a?&start=2025-03-28&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:416000284:1554843616:2222841:558462,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
FU YUAN YU 8285,412549491,8573132,CHN,BZW5Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,a55283248-86c3-36a8-0318-47c65a29aef0,FALSE,2025-03-30T14:09:00Z,37.38,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,47,41,https://globalfishingwatch.org/map/vessel/a55283248-86c3-36a8-0318-47c65a29aef0?&start=2025-03-28&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:416002443:1561797782:219718:760673,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,2,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU8290,412549497,9929156,CHN,BZW4Z,1094,66.16,2021,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,26876cd96-6cfa-b355-a348-63995ebf558f,FALSE,2025-03-31T04:26:00Z,36.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,51,40,https://globalfishingwatch.org/map/vessel/26876cd96-6cfa-b355-a348-63995ebf558f?&start=2025-03-29&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431002127:1665135910:3337386:1279308,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU8292,412549216,9900758,CHN,BZU6X,1099,57.86,2019,LU RONG YUAN YU 891,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,65e26ce2b-b7cd-d55e-138e-311b1ef1f887,FALSE,2025-03-31T16:54:00Z,36.29,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,57,49,https://globalfishingwatch.org/map/vessel/65e26ce2b-b7cd-d55e-138e-311b1ef1f887?&start=2025-03-29&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431005871:1555207588:3245462:1233878,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 8287,412549493,8573156,CHN,BZW7Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,2d2b850bf-f0b7-e902-2ca4-3d0725dfd404,FALSE,2025-03-30T04:16:00Z,37.79,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,47,52,https://globalfishingwatch.org/map/vessel/2d2b850bf-f0b7-e902-2ca4-3d0725dfd404?&start=2025-03-28&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431011762:1544832395:3154184:1190393,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU8293,412549217,9900760,CHN,BZU7X,1099,57.86,2019,LU RONG YUAN YU 892,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,7c987bd3f-f44c-7b2c-c31b-f049dc208671,FALSE,2025-03-31T13:41:00Z,36.42,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,51,55,https://globalfishingwatch.org/map/vessel/7c987bd3f-f44c-7b2c-c31b-f049dc208671?&start=2025-03-29&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431018961:1666845573:3143621:1235919,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 8282,412549488,8573118,CHN,BZW2Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,1ab4dabcf-fd7e-f79d-10d0-8aa19023ca7a,FALSE,2025-03-30T12:47:00Z,37.46,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,50,45,https://globalfishingwatch.org/map/vessel/1ab4dabcf-fd7e-f79d-10d0-8aa19023ca7a?&start=2025-03-28&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431200060:1664857628:3409914:1102580,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FU YUAN YU 8281,412549487,8573106,CHN,BZW1Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,ab44b2173-3e08-51c7-30a6-5c80b493e68b,FALSE,2025-03-31T05:31:00Z,36.75,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,48,60,https://globalfishingwatch.org/map/vessel/ab44b2173-3e08-51c7-30a6-5c80b493e68b?&start=2025-03-29&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431200970:1664857415:3337387:1131665,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU8289,412549496,8573170,CHN,BZW9Z,1094,57.86,2020,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,b03025fa9-98c5-323b-8273-81da1edeb5f6,FALSE,2025-03-31T06:11:00Z,36.71,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,0,52,48,https://globalfishingwatch.org/map/vessel/b03025fa9-98c5-323b-8273-81da1edeb5f6?&start=2025-03-29&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431600610:1665114642:3346366:1283732,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUYUANYU8291,412549498,9929168,CHN,BZW1X,1094,66.16,2021,,fishing,"FUZHOU, FUJIAN",CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY,CHINA,FUJIAN ZHONGJI OCEAN FISHERY,FUJIAN ZHONGJI OCEAN FISHERY, ,,,,,,,,,,f1b303084-4fd6-4063-f4f2-3340564bc307,FALSE,2025-03-31T13:04:00Z,36.42,KOR,BUSAN,FALSE,TRUE,TRUE,TRUE,1,51,48,https://globalfishingwatch.org/map/vessel/f1b303084-4fd6-4063-f4f2-3340564bc307?&start=2025-03-29&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:431715000:1510666650:3322742:1254803,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
KAIYUMARU,432753000,9580948,JPN,7JGB,998,67.74,2010,,fishing,"FUKUOKA, FUKUOKA",JAPAN, ,FUKUOKA PREFECTURE,JAPAN,FUKUOKA PREFECTURE,FUKUOKA PREFECTURE, ,,,,,,,,,,5fcbeafce-e605-9efc-7eb8-0be450ad0593,FALSE,2025-04-30T06:25:00Z,6.71,JPN,NAGASAKI,FALSE,FALSE,FALSE,FALSE,0,0,4,https://globalfishingwatch.org/map/vessel/5fcbeafce-e605-9efc-7eb8-0be450ad0593?&start=2025-04-28&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440686:1651098712:3036815:1188438,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUKUTOKUMARU NO.37,431700060,9066904,JPN,JQPE,379,56,1993,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN,FUKUTOKU GYOGYO KK,FUKUTOKU GYOGYO KK,JAPAN,FUKUTOKU GYOGYO KK,FUKUTOKU GYOGYO KK, ,,,,,,,,,,293f60d92-2ca9-ff2a-fcc2-b7cbad0b6933,FALSE,2025-04-30T05:40:00Z,6.75,NCL,NOUMEA,FALSE,TRUE,TRUE,FALSE,0,0,3,https://globalfishingwatch.org/map/vessel/293f60d92-2ca9-ff2a-fcc2-b7cbad0b6933?&start=2025-04-28&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440683:1537591693:3024279:1269005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,1,0,0,0,0,0,0,1,0,0,0,0,
FUKUTOKUMARU NO.38,431253000,9185360,JPN,JBSX,379,49,1998,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN,FUKUTOKU GYOGYO KK,FUKUTOKU GYOGYO KK,JAPAN,FUKUTOKU GYOGYO KK,FUKUTOKU GYOGYO KK, ,,,,,,,,,,40aac52c0-0aa2-82c8-0495-66d1382ea59e,FALSE,2025-04-25T04:48:00Z,11.79,JPN,KESENNUMA,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/40aac52c0-0aa2-82c8-0495-66d1382ea59e?&start=2025-04-23&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440684:1681860327:3015805:1182537,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FUKUTOKUMARU NO.88,432894000,9671711,JPN,7JNP,398,56.04,2013,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN,FUKUTOKU GYOGYO KK,FUKUTOKU GYOGYO KK,JAPAN,FUKUTOKU GYOGYO KK,FUKUTOKU GYOGYO KK,FUKUTOKU GYOGYO KK,,,,,,,,,,915738fd5-5db4-7e77-39a4-e30141a68d1c,FALSE,2025-05-02T11:50:00Z,4.5,JPN,KESENNUMA,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/915738fd5-5db4-7e77-39a4-e30141a68d1c?&start=2025-04-30&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440685:1698190790:3388257:1354649,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,
FUKUYO MARU NO.5,431035000,9918389,JPN,7KIK,497,57.43,2021,,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN, ,FUKUYO SUISAN KK,JAPAN,FUKUYO SUISAN KK,FUKUYO SUISAN KK, ,,,,,,,,,,46431cc5f-f608-fa55-280c-dce1d97e15cc,FALSE,2025-04-22T03:36:00Z,14.83,JPN,KESENNUMA,FALSE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/46431cc5f-f608-fa55-280c-dce1d97e15cc?&start=2025-04-20&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412440682:1715792291:3339842:1296720,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
